treshold,I,II
0.5,0.223448275862069,0.155862068965517
0.5,0.238620689655172,0.158620689655172
0.5,0.222068965517241,0.168275862068965
0.5,0.230344827586207,0.16
0.5,0.228965517241379,0.166896551724138
0.5,0.249655172413793,0.15448275862069
0.5,0.217931034482759,0.147586206896552
0.5,0.216551724137931,0.153103448275862
0.5,0.251034482758621,0.148965517241379
0.5,0.24551724137931,0.173793103448276
0.5,0.256551724137931,0.148965517241379
0.5,0.259310344827586,0.157241379310345
0.5,0.246896551724138,0.142068965517241
0.5,0.230344827586207,0.155862068965517
0.5,0.253793103448276,0.15448275862069
0.5,0.241379310344828,0.153103448275862
0.5,0.248275862068966,0.129655172413793
0.5,0.24551724137931,0.133793103448276
0.5,0.256551724137931,0.180689655172414
0.5,0.256551724137931,0.171034482758621
0.5,0.252413793103448,0.151724137931034
0.5,0.241379310344828,0.148965517241379
0.5,0.246896551724138,0.16551724137931
0.5,0.24,0.173793103448276
0.5,0.231724137931035,0.168275862068965
0.5,0.235862068965517,0.135172413793103
0.5,0.202758620689655,0.153103448275862
0.5,0.263448275862069,0.16
0.5,0.257931034482759,0.16551724137931
0.5,0.255172413793103,0.136551724137931
0.5,0.230344827586207,0.169655172413793
0.5,0.227586206896552,0.155862068965517
0.5,0.238620689655172,0.136551724137931
0.5,0.255172413793103,0.158620689655172
0.5,0.24551724137931,0.16551724137931
0.5,0.249655172413793,0.171034482758621
0.5,0.235862068965517,0.173793103448276
0.5,0.217931034482759,0.155862068965517
0.5,0.259310344827586,0.147586206896552
0.5,0.244137931034483,0.157241379310345
0.5,0.237241379310345,0.166896551724138
0.5,0.227586206896552,0.150344827586207
0.5,0.233103448275862,0.175172413793103
0.55,0.235759493670886,0.131329113924051
0.55,0.215189873417722,0.126582278481013
0.55,0.231012658227848,0.137658227848101
0.55,0.257911392405063,0.143987341772152
0.55,0.234177215189873,0.117088607594937
0.55,0.253164556962025,0.132911392405063
0.55,0.257911392405063,0.125
0.55,0.234177215189873,0.128164556962025
0.55,0.231012658227848,0.125
0.55,0.22626582278481,0.121835443037975
0.55,0.240506329113924,0.126582278481013
0.55,0.232594936708861,0.132911392405063
0.55,0.25,0.137658227848101
0.55,0.243670886075949,0.139240506329114
0.55,0.210443037974684,0.150316455696203
0.55,0.234177215189873,0.137658227848101
0.55,0.272151898734177,0.14873417721519
0.55,0.221518987341772,0.136075949367089
0.55,0.256329113924051,0.131329113924051
0.55,0.254746835443038,0.136075949367089
0.55,0.235759493670886,0.129746835443038
0.55,0.242088607594937,0.145569620253165
0.55,0.254746835443038,0.132911392405063
0.55,0.22626582278481,0.128164556962025
0.55,0.219936708860759,0.121835443037975
0.55,0.223101265822785,0.136075949367089
0.55,0.246835443037975,0.139240506329114
0.55,0.22626582278481,0.137658227848101
0.55,0.251582278481013,0.125
0.55,0.221518987341772,0.120253164556962
0.55,0.242088607594937,0.137658227848101
0.55,0.283227848101266,0.129746835443038
0.55,0.229430379746835,0.132911392405063
0.55,0.223101265822785,0.129746835443038
0.55,0.238924050632911,0.128164556962025
0.55,0.238924050632911,0.123417721518987
0.55,0.224683544303797,0.129746835443038
0.55,0.240506329113924,0.139240506329114
0.55,0.221518987341772,0.121835443037975
0.55,0.256329113924051,0.134493670886076
0.55,0.218354430379747,0.125
0.55,0.237341772151899,0.126582278481013
0.55,0.210443037974684,0.123417721518987
0.55,0.245253164556962,0.125
0.55,0.229430379746835,0.137658227848101
0.55,0.253164556962025,0.131329113924051
0.55,0.246835443037975,0.131329113924051
0.55,0.287974683544304,0.139240506329114
0.55,0.251582278481013,0.147151898734177
0.55,0.229430379746835,0.155063291139241
0.55,0.242088607594937,0.139240506329114
0.55,0.238924050632911,0.118670886075949
0.55,0.246835443037975,0.150316455696203
0.55,0.231012658227848,0.134493670886076
0.55,0.253164556962025,0.125
0.55,0.248417721518987,0.121835443037975
0.55,0.216772151898734,0.120253164556962
0.55,0.215189873417722,0.132911392405063
0.55,0.213607594936709,0.117088607594937
0.55,0.210443037974684,0.131329113924051
0.55,0.238924050632911,0.139240506329114
0.55,0.223101265822785,0.129746835443038
0.55,0.235759493670886,0.115506329113924
0.55,0.238924050632911,0.125
0.55,0.237341772151899,0.125
0.55,0.262658227848101,0.147151898734177
0.55,0.248417721518987,0.143987341772152
0.55,0.231012658227848,0.128164556962025
0.55,0.231012658227848,0.128164556962025
0.55,0.227848101265823,0.121835443037975
0.55,0.229430379746835,0.121835443037975
0.55,0.237341772151899,0.142405063291139
0.55,0.22626582278481,0.128164556962025
0.55,0.251582278481013,0.131329113924051
0.55,0.218354430379747,0.125
0.55,0.22626582278481,0.113924050632911
0.55,0.231012658227848,0.128164556962025
0.55,0.229430379746835,0.156645569620253
0.55,0.235759493670886,0.143987341772152
0.55,0.25,0.139240506329114
0.55,0.205696202531646,0.125
0.55,0.243670886075949,0.132911392405063
0.55,0.268987341772152,0.143987341772152
0.55,0.212025316455696,0.134493670886076
0.55,0.231012658227848,0.151898734177215
0.55,0.22626582278481,0.126582278481013
0.55,0.240506329113924,0.134493670886076
0.55,0.238924050632911,0.142405063291139
0.55,0.17879746835443,0.129746835443038
0.55,0.245253164556962,0.139240506329114
0.55,0.231012658227848,0.123417721518987
0.55,0.224683544303797,0.126582278481013
0.55,0.215189873417722,0.125
0.55,0.243670886075949,0.128164556962025
0.55,0.22626582278481,0.134493670886076
0.55,0.238924050632911,0.151898734177215
0.55,0.224683544303797,0.142405063291139
0.55,0.212025316455696,0.131329113924051
0.55,0.234177215189873,0.123417721518987
0.55,0.256329113924051,0.136075949367089
0.6,0.237924865831843,0.119856887298748
0.6,0.250447227191413,0.110912343470483
0.6,0.259391771019678,0.141323792486583
0.6,0.243291592128801,0.132379248658318
0.6,0.21824686940966,0.125223613595707
0.6,0.232558139534884,0.132379248658318
0.6,0.252236135957066,0.128801431127012
0.6,0.237924865831843,0.132379248658318
0.6,0.228980322003578,0.130590339892665
0.6,0.259391771019678,0.125223613595707
0.6,0.252236135957066,0.135957066189624
0.6,0.241502683363149,0.148479427549195
0.6,0.232558139534884,0.134168157423971
0.6,0.246869409660107,0.13953488372093
0.6,0.221824686940966,0.107334525939177
0.6,0.225402504472272,0.123434704830054
0.6,0.239713774597496,0.123434704830054
0.6,0.216457960644007,0.119856887298748
0.6,0.227191413237925,0.130590339892665
0.6,0.212880143112701,0.132379248658318
0.6,0.245080500894454,0.118067978533095
0.6,0.228980322003578,0.118067978533095
0.6,0.196779964221825,0.118067978533095
0.6,0.228980322003578,0.135957066189624
0.6,0.250447227191413,0.116279069767442
0.6,0.232558139534884,0.148479427549195
0.6,0.234347048300537,0.128801431127012
0.6,0.225402504472272,0.10912343470483
0.6,0.232558139534884,0.13953488372093
0.6,0.230769230769231,0.116279069767442
0.6,0.223613595706619,0.12701252236136
0.6,0.23613595706619,0.144901610017889
0.6,0.230769230769231,0.121645796064401
0.6,0.24865831842576,0.128801431127012
0.6,0.254025044722719,0.123434704830054
0.6,0.261180679785331,0.118067978533095
0.6,0.220035778175313,0.116279069767442
0.6,0.23613595706619,0.130590339892665
0.6,0.23613595706619,0.123434704830054
0.6,0.255813953488372,0.128801431127012
0.6,0.237924865831843,0.125223613595707
0.6,0.237924865831843,0.130590339892665
0.6,0.23613595706619,0.132379248658318
0.6,0.264758497316637,0.144901610017889
0.6,0.277280858676208,0.13953488372093
0.6,0.255813953488372,0.121645796064401
0.6,0.237924865831843,0.130590339892665
0.6,0.214669051878354,0.128801431127012
0.6,0.271914132379249,0.164579606440072
0.6,0.271914132379249,0.12701252236136
0.6,0.232558139534884,0.130590339892665
0.6,0.261180679785331,0.146690518783542
0.6,0.239713774597496,0.128801431127012
0.6,0.241502683363149,0.123434704830054
0.6,0.227191413237925,0.141323792486583
0.6,0.243291592128801,0.123434704830054
0.6,0.245080500894454,0.143112701252236
0.6,0.255813953488372,0.135957066189624
0.6,0.239713774597496,0.10912343470483
0.6,0.237924865831843,0.128801431127012
0.6,0.254025044722719,0.143112701252236
0.6,0.221824686940966,0.105545617173524
0.6,0.220035778175313,0.118067978533095
0.6,0.245080500894454,0.132379248658318
0.6,0.24865831842576,0.143112701252236
0.6,0.243291592128801,0.128801431127012
0.6,0.200357781753131,0.118067978533095
0.6,0.259391771019678,0.132379248658318
0.6,0.245080500894454,0.132379248658318
0.6,0.243291592128801,0.13953488372093
0.6,0.241502683363149,0.134168157423971
0.6,0.228980322003578,0.125223613595707
0.6,0.250447227191413,0.128801431127012
0.6,0.23613595706619,0.13953488372093
0.6,0.254025044722719,0.121645796064401
0.6,0.270125223613596,0.143112701252236
0.6,0.246869409660107,0.125223613595707
0.6,0.254025044722719,0.134168157423971
0.6,0.193202146690519,0.123434704830054
0.6,0.220035778175313,0.112701252236136
0.6,0.225402504472272,0.148479427549195
0.6,0.203935599284436,0.132379248658318
0.6,0.246869409660107,0.118067978533095
0.6,0.237924865831843,0.105545617173524
0.6,0.243291592128801,0.123434704830054
0.6,0.254025044722719,0.128801431127012
0.6,0.234347048300537,0.114490161001789
0.6,0.257602862254025,0.121645796064401
0.6,0.225402504472272,0.134168157423971
0.6,0.23613595706619,0.125223613595707
0.6,0.255813953488372,0.12701252236136
0.6,0.228980322003578,0.128801431127012
0.6,0.246869409660107,0.123434704830054
0.6,0.232558139534884,0.143112701252236
0.6,0.21824686940966,0.112701252236136
0.6,0.227191413237925,0.119856887298748
0.6,0.23613595706619,0.130590339892665
0.6,0.23613595706619,0.143112701252236
0.6,0.264758497316637,0.116279069767442
0.6,0.250447227191413,0.148479427549195
0.65,0.269306930693069,0.142574257425743
0.65,0.255445544554455,0.152475247524752
0.65,0.235643564356436,0.146534653465347
0.65,0.251485148514851,0.128712871287129
0.65,0.241584158415842,0.136633663366337
0.65,0.255445544554455,0.114851485148515
0.65,0.237623762376238,0.140594059405941
0.65,0.22970297029703,0.130693069306931
0.65,0.263366336633663,0.140594059405941
0.65,0.23960396039604,0.118811881188119
0.65,0.253465346534653,0.134653465346535
0.65,0.231683168316832,0.136633663366337
0.65,0.263366336633663,0.136633663366337
0.65,0.251485148514851,0.146534653465347
0.65,0.23960396039604,0.134653465346535
0.65,0.243564356435644,0.142574257425743
0.65,0.227722772277228,0.122772277227723
0.65,0.207920792079208,0.130693069306931
0.65,0.255445544554455,0.152475247524752
0.65,0.273267326732673,0.164356435643564
0.65,0.235643564356436,0.148514851485149
0.65,0.221782178217822,0.138613861386139
0.65,0.227722772277228,0.130693069306931
0.65,0.24950495049505,0.156435643564356
0.65,0.247524752475248,0.154455445544554
0.65,0.233663366336634,0.128712871287129
0.65,0.281188118811881,0.156435643564356
0.65,0.253465346534653,0.124752475247525
0.65,0.23960396039604,0.148514851485149
0.65,0.241584158415842,0.114851485148515
0.65,0.231683168316832,0.124752475247525
0.65,0.275247524752475,0.148514851485149
0.65,0.225742574257426,0.134653465346535
0.65,0.20990099009901,0.142574257425743
0.65,0.231683168316832,0.112871287128713
0.65,0.263366336633663,0.152475247524752
0.65,0.259405940594059,0.142574257425743
0.65,0.255445544554455,0.140594059405941
0.65,0.267326732673267,0.128712871287129
0.65,0.259405940594059,0.174257425742574
0.65,0.235643564356436,0.142574257425743
0.65,0.24950495049505,0.136633663366337
0.65,0.24950495049505,0.116831683168317
0.65,0.24950495049505,0.148514851485149
0.65,0.241584158415842,0.146534653465347
0.65,0.225742574257426,0.126732673267327
0.65,0.247524752475248,0.118811881188119
0.65,0.251485148514851,0.168316831683168
0.65,0.283168316831683,0.146534653465347
0.65,0.263366336633663,0.150495049504951
0.65,0.233663366336634,0.136633663366337
0.65,0.237623762376238,0.134653465346535
0.65,0.227722772277228,0.110891089108911
0.65,0.235643564356436,0.146534653465347
0.65,0.221782178217822,0.130693069306931
0.65,0.243564356435644,0.118811881188119
0.65,0.261386138613861,0.142574257425743
0.65,0.245544554455446,0.138613861386139
0.65,0.243564356435644,0.134653465346535
0.65,0.245544554455446,0.126732673267327
0.65,0.225742574257426,0.142574257425743
0.65,0.223762376237624,0.099009900990099
0.65,0.223762376237624,0.134653465346535
0.65,0.221782178217822,0.148514851485149
0.65,0.247524752475248,0.134653465346535
0.65,0.261386138613861,0.134653465346535
0.65,0.23960396039604,0.138613861386139
0.65,0.235643564356436,0.146534653465347
0.65,0.247524752475248,0.130693069306931
0.65,0.259405940594059,0.118811881188119
0.65,0.233663366336634,0.126732673267327
0.65,0.255445544554455,0.146534653465347
0.65,0.22970297029703,0.148514851485149
0.65,0.241584158415842,0.140594059405941
0.65,0.261386138613861,0.162376237623762
0.65,0.253465346534653,0.17029702970297
0.65,0.275247524752475,0.142574257425743
0.65,0.217821782178218,0.124752475247525
0.65,0.269306930693069,0.132673267326733
0.65,0.247524752475248,0.148514851485149
0.65,0.225742574257426,0.124752475247525
0.65,0.235643564356436,0.132673267326733
0.65,0.267326732673267,0.142574257425743
0.65,0.277227722772277,0.130693069306931
0.65,0.269306930693069,0.128712871287129
0.65,0.233663366336634,0.146534653465347
0.65,0.247524752475248,0.108910891089109
0.65,0.259405940594059,0.152475247524752
0.65,0.245544554455446,0.124752475247525
0.65,0.265346534653465,0.138613861386139
0.65,0.24950495049505,0.128712871287129
0.65,0.263366336633663,0.104950495049505
0.65,0.255445544554455,0.134653465346535
0.65,0.281188118811881,0.148514851485149
0.65,0.255445544554455,0.154455445544554
0.65,0.273267326732673,0.140594059405941
0.65,0.245544554455446,0.16039603960396
0.65,0.269306930693069,0.162376237623762
0.65,0.261386138613861,0.132673267326733
0.65,0.255445544554455,0.164356435643564
0.7,0.250580046403712,0.157772621809745
0.7,0.255220417633411,0.122969837587007
0.7,0.241299303944316,0.139211136890951
0.7,0.250580046403712,0.153132250580046
0.7,0.264501160092807,0.120649651972158
0.7,0.238979118329466,0.111368909512761
0.7,0.259860788863109,0.153132250580046
0.7,0.264501160092807,0.139211136890951
0.7,0.259860788863109,0.153132250580046
0.7,0.238979118329466,0.1415313225058
0.7,0.273781902552204,0.176334106728538
0.7,0.273781902552204,0.136890951276102
0.7,0.220417633410673,0.157772621809745
0.7,0.287703016241299,0.155452436194896
0.7,0.266821345707657,0.129930394431555
0.7,0.252900232018561,0.125290023201856
0.7,0.264501160092807,0.157772621809745
0.7,0.206496519721578,0.148491879350348
0.7,0.287703016241299,0.153132250580046
0.7,0.252900232018561,0.132250580046404
0.7,0.243619489559165,0.155452436194896
0.7,0.225058004640371,0.150812064965197
0.7,0.255220417633411,0.146171693735499
0.7,0.266821345707657,0.157772621809745
0.7,0.252900232018561,0.118329466357309
0.7,0.296983758700696,0.178654292343387
0.7,0.245939675174014,0.150812064965197
0.7,0.215777262180974,0.134570765661253
0.7,0.22737819025522,0.120649651972158
0.7,0.234338747099768,0.127610208816705
0.7,0.243619489559165,0.122969837587007
0.7,0.255220417633411,0.134570765661253
0.7,0.269141531322506,0.183294663573086
0.7,0.255220417633411,0.160092807424594
0.7,0.271461716937355,0.153132250580046
0.7,0.266821345707657,0.146171693735499
0.7,0.220417633410673,0.153132250580046
0.7,0.255220417633411,0.160092807424594
0.7,0.276102088167053,0.153132250580046
0.7,0.232018561484919,0.132250580046404
0.7,0.22969837587007,0.136890951276102
0.7,0.22737819025522,0.139211136890951
0.7,0.241299303944316,0.132250580046404
0.7,0.271461716937355,0.14385150812065
0.7,0.264501160092807,0.169373549883991
0.7,0.243619489559165,0.111368909512761
0.7,0.283062645011601,0.153132250580046
0.7,0.241299303944316,0.122969837587007
0.7,0.238979118329466,0.150812064965197
0.7,0.252900232018561,0.148491879350348
0.7,0.236658932714617,0.146171693735499
0.7,0.25754060324826,0.150812064965197
0.7,0.238979118329466,0.148491879350348
0.7,0.25754060324826,0.139211136890951
0.7,0.245939675174014,0.134570765661253
0.7,0.215777262180974,0.132250580046404
0.7,0.248259860788863,0.1415313225058
0.7,0.245939675174014,0.164733178654292
0.7,0.271461716937355,0.150812064965197
0.7,0.278422273781903,0.104408352668213
0.7,0.269141531322506,0.1415313225058
0.7,0.238979118329466,0.153132250580046
0.7,0.238979118329466,0.148491879350348
0.7,0.290023201856148,0.162412993039443
0.7,0.238979118329466,0.127610208816705
0.7,0.255220417633411,0.1415313225058
0.7,0.250580046403712,0.146171693735499
0.7,0.283062645011601,0.132250580046404
0.7,0.262180974477958,0.146171693735499
0.7,0.236658932714617,0.157772621809745
0.7,0.264501160092807,0.14385150812065
0.7,0.252900232018561,0.148491879350348
0.7,0.238979118329466,0.1415313225058
0.7,0.273781902552204,0.164733178654292
0.7,0.250580046403712,0.1415313225058
0.7,0.250580046403712,0.134570765661253
0.7,0.236658932714617,0.125290023201856
0.7,0.255220417633411,0.160092807424594
0.7,0.271461716937355,0.139211136890951
0.7,0.234338747099768,0.139211136890951
0.7,0.248259860788863,0.136890951276102
0.7,0.271461716937355,0.164733178654292
0.7,0.264501160092807,0.150812064965197
0.7,0.238979118329466,0.155452436194896
0.7,0.236658932714617,0.11368909512761
0.7,0.262180974477958,0.153132250580046
0.7,0.211136890951276,0.136890951276102
0.7,0.278422273781903,0.174013921113689
0.7,0.250580046403712,0.150812064965197
0.7,0.25754060324826,0.1415313225058
0.7,0.25754060324826,0.150812064965197
0.7,0.273781902552204,0.153132250580046
0.7,0.215777262180974,0.136890951276102
0.7,0.259860788863109,0.153132250580046
0.7,0.245939675174014,0.136890951276102
0.7,0.236658932714617,0.132250580046404
0.7,0.276102088167053,0.14385150812065
0.7,0.238979118329466,0.14385150812065
0.7,0.241299303944316,0.1415313225058
0.7,0.220417633410673,0.14385150812065
0.75,0.233983286908078,0.116991643454039
0.75,0.245125348189415,0.144846796657382
